chroma_stft_mean,chroma_stft_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,harmonic_mean,harmonic_std,percussive_mean,percussive_std,tempo,band_energy_ratio_mean,band_energy_ratio_std,amplitude_envelope_mean,amplitude_envelope_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,mfcc20_mean,mfcc20_std,label
0.3501284943413339,0.2979457412235418,0.13018432,0.053182516,1784.1226412753101,360.20200501843135,2002.4124072733878,292.9751020236874,3805.7230301080335,949.3434134740136,0.08304482066898686,0.027693783681433826,-4.906634e-05,0.09040167,-1.0618483e-05,0.07552773,123.046875,31.996284,31.106005,0.37537485,0.14041594,-113.59882354736328,50.68894577026367,121.57067108154297,17.200206756591797,-19.162261962890625,15.348760604858398,42.36393737792969,12.28978157043457,-6.3622660636901855,12.961207389831543,18.621931076049805,9.443115234375,-13.69973373413086,8.2221097946167,15.339801788330078,8.306714057922363,-12.274304389953613,9.067516326904297,10.97094440460205,7.959053993225098,-8.326061248779297,7.859070777893066,8.802087783813477,7.161057949066162,-3.6699411869049072,6.419960975646973,5.744675159454346,6.36533784866333,-5.162783145904541,7.0557942390441895,0.7517065405845642,7.240478992462158,-1.6878540515899658,6.044490337371826,-0.4087299108505249,6.450051784515381,-2.3026766777038574,7.4198150634765625,1.222467064857483,6.851376056671143,blues
0.3408494025268793,0.3081820515541265,0.09590782,0.048710573,1530.261766989378,613.1194898044934,2038.9876082704006,462.4987602050221,3550.7136156830047,1725.7783473036059,0.05603980870552978,0.03804630719740175,0.00014128136,0.07142363,-0.0001796235,0.055355307,107.66601562,316.79834,683.50336,0.28886268,0.14620851,-207.52383422851562,88.14252471923828,123.98513793945312,23.662490844726562,8.94701862335205,23.923551559448242,35.867149353027344,16.270116806030273,2.909594774246216,16.732484817504883,21.519472122192383,12.504671096801758,-8.556512832641602,14.170463562011719,23.370676040649414,11.940147399902344,-10.103608131408691,12.88854694366455,11.899242401123047,10.215539932250977,-5.558824062347412,10.25457763671875,5.377876281738281,9.808390617370605,-2.234492063522339,8.05438232421875,4.220704078674316,8.552802085876465,-6.010686874389648,7.240818977355957,0.9292941689491272,7.438949108123779,-0.7284029722213745,7.760889530181885,0.29687246680259705,6.937810897827148,-0.28243038058280945,7.1488471031188965,0.530644416809082,6.766734600067139,blues
0.3635377286222033,0.2919874034626022,0.17547321,0.052448623,1552.8324814348227,395.5641678715908,1747.7540868495228,276.2162439070264,3042.4101154654873,885.5116455461281,0.07629120746326373,0.031730570099435376,-1.8167239e-06,0.127845,-2.0188574e-05,0.08639561,161.49902344,76.103645,299.213,0.50137943,0.1424311,-90.75716400146484,57.60110092163086,140.4408721923828,22.55784034729004,-29.08454704284668,20.29936981201172,31.68669319152832,11.998092651367188,-13.976547241210938,12.476431846618652,25.753751754760742,8.625062942504883,-13.664990425109863,10.336393356323242,11.634442329406738,10.320865631103516,-11.778322219848633,8.092109680175781,9.71475601196289,8.23664665222168,-13.125313758850098,7.594205379486084,5.7912468910217285,8.030862808227539,-8.901968002319336,7.771137237548828,-1.080160140991211,7.595407962799072,-9.226244926452637,6.042712688446045,2.4483044147491455,6.375082492828369,-7.724839687347412,6.901423931121826,-1.8190239667892456,7.23834228515625,-3.440457582473755,6.829596996307373,-2.2381277084350586,5.536528587341309,blues
0.4048543393620967,0.30659201212872383,0.14104027,0.07967184,1070.1534175250663,429.3786317904833,1596.4225644535757,408.1076380606365,2184.8790286035382,1221.9156472279285,0.03330886262567672,0.020561103742135052,3.612629e-06,0.13804,-1.8110979e-05,0.052070763,172.265625,1423.8665,3625.7412,0.3449771,0.17949021,-199.57513427734375,74.21769714355469,150.0861053466797,21.361392974853516,5.6634039878845215,16.034643173217773,26.85527801513672,12.584161758422852,1.770071268081665,16.369903564453125,14.232646942138672,11.260880470275879,-4.827845096588135,12.487863540649414,9.286852836608887,9.01500415802002,-0.7561201453208923,9.607382774353027,8.134434700012207,8.448777198791504,-3.200026035308838,10.500921249389648,6.078081130981445,6.943667411804199,-2.478445053100586,7.534999847412109,-1.0815870761871338,7.889423370361328,-2.8744540214538574,7.18399715423584,0.7739940285682678,6.665801048278809,-3.324068784713745,7.086497783660889,0.6363106369972229,6.10947847366333,-0.6159675717353821,6.103914737701416,-3.405045986175537,5.653782367706299,blues
0.308525983673522,0.296383459411095,0.09150122,0.048013385,1835.1285127725687,585.8749830350531,1748.4107584538044,297.2855604932661,3579.9574708164155,1253.928346818156,0.10146053871809745,0.04420548271538123,-1.845967e-05,0.06938651,-9.545041e-06,0.055626996,135.99917763,47.33443,77.94272,0.3297381,0.17313097,-160.3541717529297,72.10481262207031,126.20948028564453,29.21080780029297,-35.58139419555664,18.276552200317383,22.13925552368164,13.919527053833008,-32.473548889160156,18.341903686523438,10.850701332092285,11.613141059875488,-23.35007095336914,9.658858299255371,0.49324920773506165,11.168416023254395,-11.796538352966309,11.400673866271973,1.2035192251205444,9.985846519470215,-13.084959030151367,8.957855224609375,-2.8104991912841797,9.29712200164795,-6.9344706535339355,9.462997436523438,-7.55387544631958,8.42114543914795,-9.167669296264648,8.703689575195312,-4.515862941741943,9.273359298706055,-5.451786041259766,8.676217079162598,-0.9159522652626038,7.323471546173096,-4.408017635345459,7.9298481941223145,-11.704384803771973,7.429014205932617,blues
0.3025218662894609,0.2958906861801436,0.103452876,0.063096456,1832.0115969728529,1015.1274949259331,1729.5808044661662,449.2728280201698,3481.4676306917054,1809.5265116114597,0.09404153373936582,0.07895058970522166,2.1072694e-06,0.089912884,-2.761937e-05,0.056960326,112.34714674,273.7705,762.25183,0.3259153,0.19518787,-177.80174255371094,85.48365020751953,118.20316314697266,56.52614974975586,-17.570629119873047,25.575532913208008,30.760927200317383,22.038372039794922,-21.7425537109375,20.815298080444336,11.919262886047363,16.321996688842773,-20.734298706054688,13.02712631225586,3.185288190841675,11.563016891479492,-8.580818176269531,13.123480796813965,-0.9328851103782654,10.006048202514648,-11.772245407104492,8.749557495117188,-2.408763885498047,8.877084732055664,-9.348445892333984,8.950291633605957,-9.942635536193848,6.894521713256836,-3.9021835327148438,7.747302532196045,-5.574562072753906,8.519198417663574,-1.839314341545105,8.286502838134766,-2.7893166542053223,6.516941070556641,-3.047805070877075,6.308992385864258,-8.109731674194336,6.80315637588501,blues
0.29142599457566865,0.3065694729575829,0.14175196,0.09371273,1459.4696908114731,661.8345705707314,1389.068445556609,430.2979447183738,2795.910729498985,1273.3843919480398,0.07305223740815932,0.04369405757996276,-1.174952e-05,0.13012101,-2.0181797e-05,0.07717127,123.046875,214.52483,934.51904,0.39055195,0.22864768,-190.0688018798828,98.25144958496094,130.27023315429688,43.973899841308594,-36.36211395263672,36.15287780761719,33.03621292114258,21.913311004638672,11.093892097473145,32.90848159790039,-0.5918818712234497,16.73653221130371,-20.89026641845703,12.315980911254883,0.2784423232078552,10.14166259765625,-6.496385097503662,11.44982624053955,-5.512735366821289,12.385570526123047,-7.8474040031433105,9.354485511779785,-3.124300718307495,8.013117790222168,-6.602821350097656,8.896451950073242,-9.949999809265137,7.939675807952881,-6.542688369750977,9.292200088500977,-10.07222843170166,9.12439250946045,-10.918622970581055,7.546555519104004,-6.965243339538574,6.18604040145874,-3.439431667327881,6.940003395080566,-6.484498977661133,8.37934684753418,blues
0.3073715413042918,0.3047184509979277,0.13176751,0.074376956,1451.8594137957502,670.5234080387493,1577.567115762827,410.11900642050153,2955.3197165929523,1276.5411918238867,0.061442246108855375,0.04299786357871877,1.8550025e-05,0.11502931,-4.8325477e-05,0.06954796,92.28515625,121.30685,310.00143,0.35164994,0.1875816,-179.37229919433594,81.0771484375,136.44833374023438,38.4583625793457,-26.662588119506836,24.31478500366211,39.965450286865234,18.799100875854492,5.31089448928833,25.496856689453125,10.919133186340332,11.674243927001953,-20.559534072875977,12.794262886047363,8.503360748291016,12.299772262573242,-11.349763870239258,13.111818313598633,-3.470554828643799,13.350184440612793,-8.415842056274414,12.147464752197266,-6.957211017608643,9.14978313446045,-3.5460426807403564,9.65739631652832,-8.0517578125,7.577853202819824,-8.964917182922363,9.069700241088867,-8.427481651306152,8.394607543945312,-10.56428050994873,7.212375164031982,-10.785658836364746,7.7786359786987305,-4.695469379425049,8.098214149475098,-8.631641387939453,7.509123802185059,blues
0.4089129388107138,0.29410892736417915,0.14232728,0.038770076,1719.4633657271252,404.11438129424437,2031.8293659117528,324.90910152458673,3782.441190998405,1123.8258620667884,0.06402488761600927,0.027045919171916347,-1.5161887e-06,0.11272019,-2.0980337e-05,0.058869235,83.35433468,50.891533,55.083866,0.43334842,0.13221338,-121.3897933959961,51.18275451660156,122.49832916259766,20.360193252563477,-14.734728813171387,18.47224998474121,46.122135162353516,13.925419807434082,-8.179258346557617,13.30699348449707,20.172466278076172,10.341513633728027,-19.171894073486328,7.5933709144592285,23.03683853149414,8.783775329589844,-11.83272933959961,6.524472236633301,21.15465545654297,7.6714863777160645,-6.722797393798828,6.994175434112549,6.989505767822266,7.518989562988281,-12.730548858642578,7.870708465576172,5.058538436889648,7.109649658203125,-5.185806751251221,5.746855735778809,-1.4536041021347046,7.111833572387695,-7.042628765106201,5.376657009124756,2.6942129135131836,6.074217796325684,3.409531354904175,5.802723407745361,-2.7137441635131836,6.028459072113037,blues
0.2739676425912167,0.3038266499503262,0.08128055,0.06592554,1817.2305900912734,546.0232819290533,1973.7920387617448,337.84633270291323,3943.8319655416185,1169.0955250840677,0.07917482356921887,0.03711682977865272,-4.3618625e-06,0.084977016,-2.4223751e-05,0.040953007,129.19921875,57.418236,74.44854,0.24929881,0.18609743,-213.2642364501953,78.31330108642578,115.16475677490234,28.253562927246094,-11.698169708251953,25.866668701171875,39.015357971191406,18.733230590820312,-20.348329544067383,23.065073013305664,13.082701683044434,16.680667877197266,-9.182700157165527,11.24507999420166,9.017151832580566,8.244038581848145,-14.1043119430542,10.492645263671875,4.271254062652588,9.623028755187988,-6.050780296325684,9.211915016174316,3.7858355045318604,10.218299865722656,0.22263552248477936,8.73759937286377,-5.106882095336914,9.242635726928711,-0.4101531207561493,10.197340965270996,-1.179344892501831,7.702168941497803,-1.914707899093628,7.646007537841797,-2.293660879135132,9.117183685302734,2.884260416030884,8.777371406555176,-4.233879566192627,9.562768936157227,blues
